order_id,order_date,customer_id,city,segment,product_category,payment_method,quantity,unit_price,discount,shipping_cost,delivery_days,revenue,profit,is_returned,rating
2623,2024-07-15,16720,Alexandria,Consumer,Furniture,Online,5,175.77,0.14,12.94,1,755.83,292.97,0,5
2624,2024-08-29,16906,Luxor,Consumer,Technology,Card,4,176.92,0.14,1.81,4,608.62,37.15,0,4
2625,2024-04-07,16016,Aswan,Consumer,Technology,Online,1,210.84,0.13,0.51,4,183.43,1.08,0,5
2626,2024-02-11,13549,Cairo,Corporate,Furniture,Online,3,180.89,0.06,5.25,4,510.12,120.19,0,2
2627,2023-03-29,17938,Cairo,Home Office,Office Supplies,Card,5,31.38,0.06,11.23,9,147.47,6.56,0,3
2628,2023-02-13,14141,Alexandria,Consumer,Office Supplies,Online,2,5.0,0.04,14.77,3,9.6,-10.71,0,5
2629,2024-04-05,16966,Giza,Corporate,Technology,Card,5,208.0,0.31,1.74,6,717.6,8.96,0,4
2630,2023-10-05,19546,Tanta,Home Office,Office Supplies,Card,3,25.07,0.01,8.27,7,74.47,24.29,0,3
2631,2024-11-13,15335,Giza,Consumer,Office Supplies,Card,5,29.17,0.26,2.55,7,107.92,-25.61,0,3
2632,2024-02-25,15077,Aswan,Consumer,Technology,Online,3,231.72,0.06,0.77,5,653.45,288.94,0,4
2633,2024-12-01,15611,Alexandria,Consumer,Technology,Card,6,201.03,0.25,9.83,2,904.64,77.5,0,1
2634,2023-12-19,18089,Luxor,Consumer,Technology,Cash,3,210.27,0.24,9.0,2,479.41,126.69,0,2
2635,2024-11-26,12892,Giza,Corporate,Office Supplies,Cash,6,16.76,0.08,11.62,9,92.51,27.85,0,3
2636,2024-05-29,15577,Aswan,Consumer,Office Supplies,Card,6,24.39,0.21,8.55,1,115.6,-9.13,0,5
2637,2024-12-03,13618,Cairo,Consumer,Technology,Card,2,222.46,0.12,1.17,1,391.54,153.64,0,5
2638,2024-09-21,11559,Alexandria,Home Office,Technology,Online,3,202.73,0.11,11.13,8,541.28,220.23,1,3
2639,2023-01-19,16683,Cairo,Consumer,Office Supplies,Online,3,35.71,0.31,6.03,7,73.92,-26.37,0,4
2640,2023-01-23,11507,Giza,Consumer,Office Supplies,Card,3,50.02,0.14,5.32,9,129.06,37.61,0,4
2641,2024-02-17,12063,Giza,Home Office,Office Supplies,Card,6,62.6,0.1,6.75,6,338.06,16.62,0,2
2642,2023-01-30,13642,Cairo,Consumer,Furniture,Card,3,126.88,0.16,0.68,3,319.75,-16.36,0,3
2643,2023-04-18,12000,Mansoura,Consumer,Technology,Card,4,190.17,0.07,14.02,2,707.43,84.27,0,1
2644,2024-01-02,11294,Cairo,Corporate,Furniture,Card,5,179.16,0.25,7.66,7,671.86,179.09,0,5
2645,2023-10-08,14065,Aswan,Consumer,Technology,Card,5,239.85,0.21,18.09,1,947.41,247.92,0,4
2646,2023-05-08,18014,Mansoura,Corporate,Office Supplies,Card,4,24.76,0.04,13.84,8,95.08,24.62,0,2
2647,2023-08-17,19945,Cairo,Consumer,Technology,Card,3,205.43,0.19,5.24,8,499.19,24.6,0,5
2648,2023-04-21,11603,Luxor,Consumer,Office Supplies,Online,7,37.02,0.03,24.1,9,251.39,79.09,0,4
2649,2023-05-16,11322,Cairo,Consumer,Technology,Online,3,204.69,0.19,18.47,9,497.39,164.52,0,3
2650,2023-12-28,15956,Cairo,Consumer,Office Supplies,Card,3,34.95,0.26,4.6,9,77.59,1.33,0,4
2651,2023-07-05,12441,Giza,Corporate,Technology,Cash,3,227.3,0.07,7.18,7,634.16,125.36,0,4
2652,2024-10-17,11098,Mansoura,Corporate,Furniture,Card,2,113.99,0.24,13.78,3,173.26,3.51,0,4
2653,2024-08-06,15073,Cairo,Home Office,Furniture,Online,2,136.89,0.11,4.03,6,243.67,49.18,0,5
2654,2023-05-09,19697,Alexandria,Corporate,Technology,Cash,5,212.77,0.06,5.12,6,1000.04,268.58,0,2
2655,2023-09-18,19318,Alexandria,Consumer,Office Supplies,Online,2,20.08,0.02,1.3,2,39.35,13.71,0,2
2656,2024-05-29,18488,Tanta,Corporate,Furniture,Card,2,155.73,0.26,1.96,4,230.48,-46.3,0,5
2657,2024-03-24,13787,Cairo,Corporate,Furniture,Card,3,171.73,0.16,2.78,2,432.76,-0.32,0,3
2658,2023-04-14,12096,Luxor,Corporate,Office Supplies,Card,5,62.0,0.16,7.91,3,260.41,57.46,0,2
2659,2024-04-27,12208,Luxor,Corporate,Office Supplies,Card,6,35.55,0.16,15.19,7,179.17,53.95,0,4
2660,2023-08-12,15988,Alexandria,Corporate,Furniture,Card,5,179.79,0.29,4.3,8,638.25,-124.04,0,3
2661,2024-05-05,10175,Mansoura,Consumer,Office Supplies,Card,1,32.84,0.09,13.28,1,29.88,-9.57,0,4
2662,2024-04-17,17169,Aswan,Corporate,Technology,Online,3,193.93,0.06,4.17,8,546.88,232.91,0,5
2663,2023-01-10,16014,Cairo,Consumer,Technology,Card,4,169.14,0.09,10.9,8,615.66,77.59,0,5
2664,2024-02-09,11667,Giza,Consumer,Furniture,Card,4,129.93,0.1,6.3,7,467.76,107.5,0,3
2665,2023-10-29,18867,Giza,Corporate,Technology,Card,5,200.09,0.05,2.2,7,950.45,395.85,0,4
2666,2023-08-19,11823,Giza,Consumer,Furniture,Card,2,150.51,0.28,13.99,3,216.74,-35.03,0,5
2667,2023-03-07,15147,Giza,Consumer,Technology,Cash,5,204.59,0.28,14.04,9,736.52,65.46,0,1
2668,2023-04-22,11356,Giza,Consumer,Furniture,Card,3,186.73,0.17,0.55,3,464.96,-19.69,0,4
2669,2023-01-13,13072,Giza,Corporate,Office Supplies,Card,4,45.02,0.09,9.39,7,163.88,61.36,0,4
2670,2024-01-28,13259,Mansoura,Consumer,Furniture,Card,4,166.09,0.22,10.21,8,518.2,-73.28,0,4
2671,2024-05-14,16199,Cairo,Corporate,Office Supplies,Cash,3,66.56,0.18,8.59,2,163.74,48.28,0,3
2672,2024-08-20,10546,Tanta,Consumer,Office Supplies,Card,4,22.87,0.1,5.35,4,82.34,29.92,0,2
2673,2023-08-22,15231,Giza,Consumer,Technology,Online,4,189.82,0.19,2.8,4,615.02,55.88,1,5
2674,2024-08-24,17965,Alexandria,Consumer,Technology,Card,6,224.45,0.18,7.96,7,1104.29,94.09,0,1
2675,2023-11-10,12083,Aswan,Corporate,Technology,Online,2,209.72,0.29,0.49,6,297.8,54.43,0,4
2676,2024-07-19,12040,Giza,Consumer,Office Supplies,Card,5,29.11,0.2,3.2,6,116.45,-10.54,0,3
2677,2023-01-12,14534,Giza,Home Office,Technology,Card,4,198.79,0.11,9.95,6,707.69,45.07,1,2
2678,2023-07-28,11752,Giza,Home Office,Technology,Card,7,196.56,0.02,15.52,9,1348.41,489.4,0,4
2679,2023-01-14,19807,Giza,Corporate,Office Supplies,Card,3,27.98,0.2,20.3,4,67.15,-9.99,0,3
2680,2024-09-24,11849,Tanta,Home Office,Furniture,Card,4,149.94,0.26,2.43,2,443.83,-46.41,0,4
2681,2024-02-22,12642,Aswan,Consumer,Technology,Card,3,194.05,0.09,3.9,2,529.76,40.73,0,4
2682,2024-03-12,11600,Cairo,Consumer,Technology,Card,4,211.11,0.13,11.92,9,734.66,31.56,0,4
2683,2024-01-12,14402,Cairo,Corporate,Office Supplies,Card,6,44.93,0.16,14.2,4,226.45,48.57,0,2
2684,2023-01-20,13799,Giza,Corporate,Office Supplies,Online,3,18.71,0.04,24.04,9,53.87,-15.4,0,3
2685,2024-08-09,10618,Cairo,Home Office,Technology,Online,5,218.05,0.17,11.67,1,904.92,72.24,0,3
2686,2023-03-11,11132,Alexandria,Corporate,Furniture,Card,3,124.57,0.06,9.32,2,351.29,76.45,0,2
2687,2023-07-30,15491,Cairo,Home Office,Office Supplies,Card,1,40.08,0.11,8.76,7,35.67,-8.58,0,5
2688,2023-04-11,15795,Alexandria,Consumer,Office Supplies,Card,3,41.08,0.09,2.99,7,112.13,18.06,0,2
2689,2024-11-28,17633,Cairo,Corporate,Office Supplies,Card,6,28.33,0.17,1.28,1,141.06,-4.25,1,3
2690,2023-05-12,11487,Giza,Corporate,Furniture,Online,2,151.15,0.13,11.56,8,263.0,9.32,0,4
2691,2024-09-14,17848,Alexandria,Corporate,Office Supplies,Cash,2,25.33,0.27,10.86,7,36.98,-0.12,0,5
2692,2024-01-16,15009,Giza,Consumer,Technology,Card,6,189.85,0.03,1.23,2,1104.91,412.52,0,2
2693,2023-05-12,19749,Mansoura,Corporate,Technology,Card,7,200.01,0.3,3.17,1,980.05,-64.3,0,4
2694,2023-01-20,12113,Tanta,Home Office,Office Supplies,Online,4,19.07,0.15,25.37,2,64.85,-12.04,0,3
2695,2024-06-19,11044,Giza,Consumer,Furniture,Card,5,172.79,0.31,1.83,7,596.13,-167.88,0,4
2696,2023-08-15,12431,Cairo,Corporate,Office Supplies,Card,5,5.0,0.13,1.51,4,21.75,1.9,0,4
2697,2023-06-03,17979,Aswan,Consumer,Technology,Cash,4,197.31,0.06,2.04,6,741.88,51.92,0,4
2698,2024-04-13,11582,Tanta,Home Office,Office Supplies,Card,3,5.0,0.11,10.01,5,13.35,-5.4,0,1
2699,2024-02-09,11308,Aswan,Consumer,Technology,Card,5,178.72,0.23,10.4,8,688.08,-90.03,0,5
2700,2023-07-21,14917,Cairo,Consumer,Furniture,Online,5,138.46,0.03,19.16,7,671.55,157.48,0,1
2701,2023-02-07,18793,Mansoura,Consumer,Technology,Card,5,226.79,0.09,11.73,7,1031.9,356.09,0,4
2702,2023-07-07,11620,Cairo,Corporate,Furniture,Online,5,173.07,0.01,4.5,9,856.71,284.45,0,5
2703,2023-02-26,17503,Luxor,Consumer,Office Supplies,Card,2,31.45,0.28,0.85,4,45.29,-11.39,0,2
2704,2023-01-20,14766,Tanta,Corporate,Technology,Cash,3,201.28,0.18,7.32,9,495.14,-45.84,0,4
2705,2023-09-30,15362,Cairo,Home Office,Technology,Online,4,220.75,0.09,24.73,3,803.53,329.54,0,3
2706,2023-04-29,15192,Tanta,Home Office,Furniture,Card,14,172.63,0.06,4.4,3,2271.77,761.81,0,3
2707,2024-08-05,16622,Giza,Consumer,Office Supplies,Online,5,18.5,0.13,11.84,5,80.49,-10.89,0,1
2708,2024-05-30,16093,Mansoura,Home Office,Technology,Online,2,213.46,0.22,4.98,3,332.99,109.0,0,4
2709,2023-08-09,16704,Giza,Corporate,Technology,Card,1,180.87,0.24,10.98,9,137.46,-33.19,0,5
2710,2024-06-09,10100,Mansoura,Consumer,Technology,Online,3,192.21,0.17,8.84,1,478.6,91.96,0,5
2711,2024-05-29,16657,Cairo,Consumer,Office Supplies,Online,6,41.88,0.11,10.82,6,223.66,75.65,0,4
2712,2024-12-28,15875,Luxor,Consumer,Technology,Card,4,186.85,0.1,4.37,7,672.65,204.56,0,5
2713,2023-12-02,14271,Alexandria,Corporate,Technology,Card,4,192.9,0.15,4.16,1,655.86,16.47,0,5
2714,2024-11-28,10237,Giza,Consumer,Office Supplies,Card,3,5.0,0.19,2.71,5,12.15,-4.05,0,4
2715,2023-02-24,17226,Cairo,Consumer,Furniture,Card,5,159.02,0.16,6.42,9,667.87,221.35,0,3
2716,2024-05-14,18032,Luxor,Corporate,Technology,Card,4,182.35,0.17,10.72,6,605.4,43.97,0,5
2717,2024-06-19,15218,Cairo,Corporate,Office Supplies,Card,5,13.58,0.1,8.95,4,61.1,-6.92,0,3
2718,2023-06-11,14025,Alexandria,Corporate,Furniture,Card,2,177.1,0.39,5.84,4,216.07,-94.35,0,3
2719,2024-10-31,16073,Cairo,Corporate,Furniture,Card,5,136.25,0.17,11.17,5,565.45,109.18,0,4
2720,2024-08-16,12542,Mansoura,Consumer,Technology,Card,3,215.05,0.19,12.0,5,522.57,-35.43,0,2
2721,2023-06-08,11537,Cairo,Home Office,Office Supplies,Card,4,51.98,0.11,14.03,6,185.07,51.13,0,3
2722,2023-07-07,10754,Cairo,Consumer,Technology,Card,5,218.35,0.11,5.19,3,971.64,144.54,0,5
2723,2023-03-01,17396,Cairo,Corporate,Technology,Online,3,195.02,0.08,5.58,4,538.25,100.2,0,4
2724,2023-11-15,17823,Giza,Corporate,Technology,Card,2,191.46,0.27,18.62,5,279.53,-50.46,0,4
2725,2023-07-30,15507,Cairo,Consumer,Office Supplies,Card,5,11.73,0.16,16.64,2,49.28,-2.07,0,4
2726,2024-02-10,14235,Giza,Home Office,Furniture,Card,4,114.77,0.11,13.49,4,408.58,50.07,0,4
2727,2024-10-25,10540,Tanta,Consumer,Furniture,Card,2,165.44,0.13,1.92,7,287.87,39.72,0,3
2728,2023-04-19,15510,Luxor,Consumer,Technology,Card,5,213.54,0.08,6.83,4,982.3,405.64,0,5
2729,2023-03-17,18461,Alexandria,Home Office,Furniture,Online,3,159.54,0.2,15.62,8,382.89,64.67,0,4
2730,2024-06-25,17926,Cairo,Corporate,Office Supplies,Card,5,5.0,0.08,14.03,1,23.0,-5.6,0,4
2731,2023-11-10,15131,Luxor,Corporate,Technology,Online,2,196.46,0.06,8.65,9,369.34,7.13,0,5
2732,2023-04-27,18697,Cairo,Consumer,Office Supplies,Card,7,42.59,0.13,8.27,5,259.38,-16.09,0,4
2733,2024-12-04,11129,Aswan,Corporate,Technology,Card,7,225.73,0.06,3.49,2,1485.31,532.21,0,2
2734,2023-01-19,13145,Cairo,Consumer,Office Supplies,Online,3,35.98,0.13,2.89,6,93.9,2.14,0,3
2735,2024-03-07,18553,Giza,Consumer,Technology,Online,3,203.88,0.31,3.81,4,422.03,-87.35,0,4
2736,2024-11-15,13720,Giza,Consumer,Furniture,Cash,2,136.42,0.15,3.63,8,231.92,-10.28,0,4
2737,2023-12-16,19648,Tanta,Consumer,Office Supplies,Online,4,37.57,0.31,6.02,8,103.7,14.77,0,5
2738,2023-07-02,14067,Cairo,Corporate,Office Supplies,Card,7,25.26,0.06,14.61,7,166.23,15.98,0,4
2739,2023-04-23,14195,Alexandria,Consumer,Technology,Online,2,185.41,0.16,2.25,3,311.49,93.29,0,4
2740,2023-07-02,19873,Cairo,Consumer,Furniture,Card,4,126.85,0.46,2.37,4,274.0,-115.55,0,5
2741,2024-04-25,19244,Luxor,Consumer,Technology,Online,1,181.09,0.12,7.14,3,159.36,-1.5,0,4
2742,2023-05-26,17281,Tanta,Corporate,Office Supplies,Card,4,36.5,0.11,19.0,1,129.93,33.19,0,5
2743,2024-09-19,12509,Giza,Corporate,Furniture,Card,2,122.24,0.06,3.85,7,229.82,41.43,0,5
2744,2023-04-23,15016,Giza,Consumer,Technology,Cash,4,194.12,0.25,6.67,8,582.35,20.47,1,4
2745,2024-04-20,16533,Tanta,Corporate,Technology,Card,3,226.16,0.07,10.8,8,630.98,233.29,0,3
2746,2023-10-30,14727,Alexandria,Consumer,Office Supplies,Card,7,5.0,0.1,6.12,8,31.5,4.55,0,4
2747,2023-04-28,10681,Giza,Corporate,Furniture,Card,4,158.99,0.11,9.51,1,565.99,106.1,1,2
2748,2023-06-10,13932,Alexandria,Consumer,Technology,Cash,4,210.94,0.25,12.76,1,632.83,-92.24,0,4
2749,2024-02-05,15560,Luxor,Consumer,Technology,Online,5,194.17,0.16,12.87,5,815.53,55.02,0,4
2750,2023-07-17,14016,Cairo,Corporate,Technology,Cash,4,212.44,0.17,3.06,3,705.31,268.03,0,3
2751,2023-09-17,17339,Aswan,Home Office,Furniture,Online,4,146.24,0.18,7.29,1,479.66,150.37,0,3
2752,2024-10-21,10719,Giza,Consumer,Office Supplies,Card,2,45.91,0.21,2.89,2,72.53,-8.68,0,3
2753,2023-02-16,10074,Cairo,Corporate,Office Supplies,Card,6,8.64,0.07,11.13,8,48.2,-2.37,0,2
2754,2024-02-03,19485,Aswan,Corporate,Furniture,Card,4,187.78,0.22,19.46,5,585.88,185.43,0,4
2755,2024-12-10,14157,Giza,Home Office,Office Supplies,Card,6,58.75,0.15,7.07,4,299.6,32.25,0,4
2756,2024-07-12,18511,Cairo,Consumer,Furniture,Card,6,105.41,0.43,12.31,2,360.49,-10.69,0,4
2757,2023-03-19,12149,Alexandria,Consumer,Technology,Card,3,223.45,0.32,8.07,8,455.83,-134.08,0,3
2758,2023-05-04,19644,Tanta,Home Office,Office Supplies,Card,3,18.46,0.16,7.67,6,46.52,8.45,0,5
2759,2023-03-16,19747,Tanta,Consumer,Technology,Cash,3,228.65,0.11,1.63,8,610.5,244.77,0,2
2760,2023-05-17,16713,Mansoura,Consumer,Technology,Card,5,220.18,0.12,17.75,1,968.78,116.64,0,1
2761,2024-08-24,14207,Tanta,Consumer,Office Supplies,Online,4,8.26,0.14,10.99,3,28.4,-9.57,0,2
2762,2024-02-04,17141,Cairo,Corporate,Technology,Online,3,211.5,0.13,7.48,1,552.02,157.79,0,5
2763,2024-05-19,18652,Giza,Consumer,Office Supplies,Online,6,15.98,0.1,9.54,4,86.31,17.26,0,5
2764,2024-05-14,19078,Aswan,Home Office,Office Supplies,Online,3,40.76,0.05,6.58,5,116.17,31.0,0,5
2765,2024-07-26,13936,Giza,Consumer,Furniture,Card,5,150.92,0.22,4.94,6,588.59,-24.8,0,3
2766,2023-05-18,19307,Alexandria,Consumer,Technology,Cash,7,185.41,0.06,16.0,6,1220.0,419.05,0,5
2767,2023-02-19,11075,Alexandria,Consumer,Technology,Online,4,173.26,0.23,5.09,7,533.64,157.59,0,5
2768,2024-09-10,13876,Giza,Consumer,Technology,Card,5,204.6,0.07,10.18,6,951.4,303.2,0,5
2769,2024-09-16,14615,Tanta,Corporate,Furniture,Online,3,159.28,0.2,2.49,3,382.28,-43.78,0,5
2770,2023-09-11,17265,Alexandria,Corporate,Office Supplies,Card,5,26.84,0.03,8.53,2,130.19,31.22,0,5
2771,2024-09-21,16379,Giza,Consumer,Furniture,Card,2,134.52,0.09,24.98,8,244.82,25.06,0,4
2772,2024-12-10,19118,Mansoura,Consumer,Furniture,Card,2,140.34,0.06,3.05,6,263.83,34.86,0,5
2773,2024-07-16,14652,Giza,Corporate,Furniture,Online,3,128.08,0.07,5.56,1,357.33,73.82,0,4
2774,2024-03-01,16792,Cairo,Corporate,Furniture,Online,6,164.72,0.37,9.46,9,622.65,-140.65,0,3
2775,2024-06-30,19247,Alexandria,Corporate,Office Supplies,Online,2,5.0,0.31,6.86,2,6.9,-8.48,0,3
2776,2023-10-29,17456,Aswan,Corporate,Technology,Cash,4,219.03,0.21,2.67,5,692.15,120.7,0,4
2777,2024-08-03,14674,Luxor,Consumer,Office Supplies,Card,3,28.48,0.04,11.6,2,82.03,23.89,0,5
2778,2023-12-15,10541,Aswan,Home Office,Furniture,Card,6,160.43,0.31,35.79,9,664.19,110.73,0,2
2779,2023-02-18,12161,Luxor,Consumer,Technology,Online,5,212.4,0.14,3.07,9,913.3,46.78,0,3
2780,2023-03-15,12251,Cairo,Consumer,Technology,Card,4,202.35,0.17,15.79,3,671.79,39.27,0,2
2781,2024-12-04,19244,Tanta,Corporate,Technology,Card,7,192.2,0.36,13.24,2,861.05,-129.74,0,3
2782,2023-09-18,14569,Tanta,Home Office,Furniture,Card,4,172.12,0.18,1.35,8,564.56,-37.15,0,3
2783,2023-12-22,12744,Cairo,Corporate,Technology,Card,5,165.69,0.24,9.86,9,629.64,-2.19,0,4
2784,2024-08-04,16041,Cairo,Consumer,Office Supplies,Cash,4,56.04,0.03,16.9,2,217.42,84.17,0,4
2785,2024-08-24,14675,Mansoura,Consumer,Furniture,Card,4,127.53,0.08,2.2,9,469.32,116.43,0,2
2786,2023-09-17,11560,Tanta,Consumer,Office Supplies,Cash,2,23.49,0.06,4.22,3,44.16,12.41,0,3
2787,2024-09-29,11164,Tanta,Home Office,Technology,Online,3,228.63,0.04,10.17,1,658.44,134.88,0,4
2788,2023-10-22,15419,Tanta,Consumer,Technology,Card,6,244.59,0.06,7.56,6,1379.48,527.98,0,2
2789,2024-10-02,12722,Alexandria,Corporate,Technology,Card,3,203.64,0.12,15.07,2,537.61,59.47,0,5
2790,2023-11-09,10470,Alexandria,Consumer,Technology,Card,6,172.91,0.12,3.22,1,912.95,24.45,0,2
2791,2024-09-03,19608,Alexandria,Corporate,Office Supplies,Online,7,47.08,0.07,6.72,4,306.48,124.81,0,3
2792,2023-07-01,11468,Cairo,Home Office,Technology,Card,4,199.22,0.18,14.33,9,653.44,158.12,1,5
2793,2024-11-16,17925,Luxor,Consumer,Furniture,Card,3,128.76,0.24,6.51,8,293.57,-10.14,0,4
2794,2023-12-30,10808,Alexandria,Consumer,Technology,Cash,3,204.38,0.12,8.29,3,539.57,50.27,0,5
2795,2023-07-07,18363,Alexandria,Corporate,Furniture,Card,4,123.81,0.05,1.49,8,470.46,105.12,0,3
2796,2024-07-22,16719,Alexandria,Consumer,Office Supplies,Online,5,33.9,0.12,2.16,6,149.16,52.82,0,2
2797,2024-06-26,15073,Giza,Corporate,Furniture,Online,2,131.6,0.03,11.17,5,255.29,86.99,0,2
2798,2024-08-18,18012,Cairo,Corporate,Office Supplies,Card,5,5.0,0.18,13.45,1,20.5,-14.52,0,5
2799,2024-10-25,11645,Cairo,Consumer,Technology,Cash,3,166.77,0.11,11.5,9,445.26,19.67,0,4
2800,2024-07-01,18249,Cairo,Corporate,Office Supplies,Card,4,17.85,0.06,13.96,2,67.11,-9.68,0,3
2801,2024-12-25,11129,Cairo,Consumer,Office Supplies,Cash,1,40.04,0.21,8.0,9,31.63,-2.94,0,4
2802,2024-02-12,11353,Mansoura,Home Office,Furniture,Online,4,175.08,0.11,18.59,5,623.29,131.4,0,5
2803,2024-09-09,10767,Cairo,Consumer,Furniture,Card,6,178.55,0.1,4.21,3,964.18,313.38,0,4
2804,2024-02-18,13895,Cairo,Corporate,Office Supplies,Card,3,5.0,0.16,0.82,7,12.6,1.13,0,4
2805,2023-12-08,18874,Alexandria,Consumer,Furniture,Online,7,145.51,0.05,5.56,1,967.64,114.69,0,4
2806,2023-08-08,13454,Alexandria,Consumer,Office Supplies,Card,4,17.8,0.17,18.54,5,59.08,-2.1,0,3
2807,2023-06-12,17329,Cairo,Consumer,Furniture,Cash,1,147.87,0.1,9.25,5,133.09,41.58,0,4
2808,2023-08-08,11790,Aswan,Corporate,Technology,Card,3,228.21,0.44,5.18,7,383.39,-169.64,0,5
2809,2023-09-27,19669,Aswan,Corporate,Office Supplies,Card,2,33.22,0.09,8.54,8,60.47,0.27,0,2
2810,2024-09-23,10885,Cairo,Home Office,Furniture,Online,9,167.36,0.11,10.43,8,1340.52,77.4,0,4
2811,2024-02-04,17734,Giza,Consumer,Furniture,Card,5,194.23,0.16,5.87,1,815.76,32.38,0,2
2812,2023-07-01,13906,Mansoura,Corporate,Furniture,Cash,4,118.7,0.36,11.2,4,303.88,-24.36,0,1
2813,2024-09-09,14492,Aswan,Corporate,Technology,Card,5,190.5,0.02,20.0,6,933.46,377.46,0,5
2814,2024-12-29,19730,Luxor,Consumer,Office Supplies,Card,4,41.42,0.15,18.95,2,140.84,-8.31,0,4
2815,2023-07-24,12073,Cairo,Consumer,Office Supplies,Online,5,35.33,0.05,14.57,7,167.82,2.86,0,5
2816,2024-08-04,10312,Giza,Consumer,Office Supplies,Card,6,50.97,0.27,22.52,9,223.26,29.13,0,5
2817,2024-07-09,16269,Alexandria,Consumer,Technology,Online,6,192.32,0.1,2.65,5,1038.55,219.52,0,5
2818,2023-08-16,15317,Cairo,Consumer,Furniture,Online,3,154.12,0.03,10.1,5,448.49,146.39,0,5
2819,2024-11-26,10810,Giza,Corporate,Office Supplies,Online,3,14.88,0.04,4.41,5,42.84,6.85,0,5
2820,2024-09-10,16841,Alexandria,Consumer,Furniture,Online,5,171.28,0.1,6.49,9,770.75,325.33,0,5
2821,2024-08-18,12032,Giza,Corporate,Furniture,Card,5,150.84,0.03,22.69,5,731.58,225.14,0,5
2822,2023-09-07,19699,Aswan,Home Office,Office Supplies,Online,7,58.08,0.06,14.91,4,382.14,85.22,0,5
2823,2024-03-16,17129,Aswan,Corporate,Furniture,Card,6,178.22,0.06,2.89,8,1005.17,403.08,0,5
2824,2024-06-16,12705,Giza,Corporate,Furniture,Card,3,124.37,0.19,21.94,4,302.21,32.91,0,5
2825,2023-07-15,18788,Aswan,Consumer,Technology,Card,6,231.3,0.28,13.26,8,999.21,194.34,0,4
2826,2024-11-20,12147,Cairo,Home Office,Technology,Card,3,218.62,0.16,16.24,7,550.93,150.18,0,5
2827,2024-06-02,10615,Aswan,Consumer,Technology,Cash,6,196.87,0.16,7.14,8,992.22,-67.46,1,4
2828,2023-03-11,10947,Cairo,Corporate,Office Supplies,Card,7,46.82,0.14,10.55,2,281.88,28.55,0,4
2829,2024-09-30,15677,Cairo,Home Office,Furniture,Card,5,139.84,0.06,2.63,4,657.26,196.11,0,5
2830,2024-02-03,14651,Alexandria,Corporate,Furniture,Card,4,177.22,0.26,6.19,3,524.57,16.13,0,5
2831,2024-11-02,17866,Giza,Corporate,Office Supplies,Card,5,31.98,0.13,18.2,7,139.13,16.47,1,5
2832,2023-07-22,12013,Tanta,Consumer,Furniture,Online,3,167.76,0.19,5.12,9,407.65,29.74,0,5
2833,2023-05-28,13697,Giza,Consumer,Furniture,Card,5,137.38,0.14,4.55,6,590.75,242.61,0,4
2834,2024-04-16,10490,Giza,Corporate,Technology,Card,3,205.63,0.1,10.83,4,555.21,177.67,1,4
2835,2024-10-16,14350,Alexandria,Consumer,Office Supplies,Card,3,47.72,0.14,8.34,4,123.11,-13.43,0,3
2836,2023-07-18,12428,Giza,Corporate,Technology,Card,6,206.16,0.34,5.78,3,816.37,136.54,0,4
2837,2024-03-01,14987,Giza,Consumer,Technology,Card,3,211.23,0.25,5.28,6,475.26,133.13,0,5
2838,2024-10-27,18733,Luxor,Home Office,Technology,Card,6,184.81,0.02,6.84,3,1086.65,306.66,0,5
2839,2024-05-06,19479,Luxor,Consumer,Technology,Card,5,206.09,0.12,0.83,5,906.8,270.87,0,4
2840,2023-05-22,19825,Tanta,Consumer,Technology,Card,2,184.91,0.19,3.67,5,299.55,32.01,0,4
2841,2023-11-09,14920,Mansoura,Corporate,Furniture,Card,3,149.63,0.08,13.58,5,412.99,2.45,0,3
2842,2023-06-14,12926,Cairo,Consumer,Technology,Online,10,190.14,0.1,10.28,7,1711.27,654.33,0,3
2843,2023-11-10,19544,Luxor,Consumer,Furniture,Card,5,145.91,0.09,7.99,5,663.88,162.73,0,4
2844,2023-01-21,17282,Giza,Consumer,Technology,Online,6,164.97,0.05,3.26,1,940.31,141.72,0,3
2845,2023-03-23,14376,Alexandria,Consumer,Technology,Online,4,200.53,0.1,8.98,7,721.91,260.29,1,4
2846,2024-08-03,19490,Giza,Consumer,Furniture,Card,4,147.85,0.18,9.91,7,484.95,10.88,0,4
2847,2023-05-11,14868,Mansoura,Consumer,Office Supplies,Online,5,5.0,0.38,5.29,3,15.5,-6.29,0,2
2848,2024-08-21,16986,Luxor,Corporate,Office Supplies,Online,4,36.83,0.13,1.57,6,128.15,16.35,0,5
2849,2024-12-30,16862,Mansoura,Consumer,Office Supplies,Cash,3,46.52,0.22,9.57,5,108.86,0.17,0,5
2850,2023-11-01,14423,Aswan,Home Office,Furniture,Card,5,156.31,0.02,4.58,1,765.9,229.7,0,5
2851,2024-01-06,16870,Tanta,Consumer,Furniture,Card,3,165.71,0.07,7.64,7,462.34,110.87,0,5
2852,2024-01-19,18159,Aswan,Consumer,Furniture,Card,9,139.46,0.09,5.69,4,1142.18,434.99,0,3
2853,2024-03-20,12073,Giza,Consumer,Furniture,Card,2,145.74,0.2,2.08,2,233.19,34.74,0,4
2854,2024-02-29,16170,Cairo,Home Office,Technology,Online,5,201.48,0.45,1.66,2,554.08,-254.75,0,5
2855,2023-06-10,10701,Giza,Consumer,Furniture,Online,6,152.92,0.6,12.02,8,367.01,-432.85,0,5
